Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0099587,inorganic ion import across plasma membrane,19_GO:0051179 localization,-2.4,3.5,3.5,30211,90,680,7,1,0.39,476|6340|9992|55503|55630|57181|84679,ATP1A1|SCNN1G|KCNE2|TRPV6|SLC39A4|SLC39A10|SLC9A7,-0.98,MyList
Reactome Gene Sets,6,R-HSA-1474290,Collagen formation,,-2.4,3.5,3.5,30211,90,680,7,1,0.39,1514|3691|3914|55214|81578|169044|255631,CTSL|ITGB4|LAMB3|P3H2|COL21A1|COL22A1|COL24A1,-0.98,MyList
GO Biological Processes,19,GO:0060606,tube closure,19_GO:0032502 developmental process,-2.4,3.5,3.5,30211,90,680,7,1,0.39,4036|5076|6385|6423|8915|51684|57167,LRP2|PAX2|SDC4|SFRP2|BCL10|SUFU|SALL4,-0.98,MyList
GO Biological Processes,19,GO:0098659,inorganic cation import across plasma membrane,19_GO:0051179 localization,-2.4,3.5,3.5,30211,90,680,7,1,0.39,476|6340|9992|55503|55630|57181|84679,ATP1A1|SCNN1G|KCNE2|TRPV6|SLC39A4|SLC39A10|SLC9A7,-0.98,MyList
KEGG Pathway,24,hsa05410,Hypertrophic cardiomyopathy,,-2.4,3.5,3.5,30211,90,680,7,1,0.39,489|1906|3691|3693|3694|8515|284217,ATP2A3|EDN1|ITGB4|ITGB5|ITGB6|ITGA10|LAMA1,-0.98,MyList
GO Biological Processes,19,GO:0050709,negative regulation of protein secretion,19_GO:0051179 localization,-2.4,3.9,3.7,30211,68,680,6,0.88,0.36,1813|2149|3625|6833|55691|130399,DRD2|F2R|INHBB|ABCC8|FRMD4A|ACVR1C,-0.98,MyList
KEGG Pathway,24,hsa04724,Glutamatergic synapse,,-2.4,3.1,3.4,30211,114,680,8,1.2,0.41,2744|2890|5321|5578|9456|22941|23236|54407,GLS|GRIA1|PLA2G4A|PRKCA|HOMER1|SHANK2|PLCB1|SLC38A2,-0.97,MyList
GO Biological Processes,19,GO:0090630,activation of GTPase activity,19_GO:0065007 biological regulation,-2.4,3.1,3.4,30211,114,680,8,1.2,0.41,4739|11138|23108|23158|26037|51291|84253|125058,NEDD9|TBC1D8|RAP1GAP2|TBC1D9|SIPA1L1|GMIP|GARNL3|TBC1D16,-0.97,MyList
KEGG Pathway,24,hsa04670,Leukocyte transendothelial migration,,-2.4,3.1,3.4,30211,114,680,8,1.2,0.41,4688|5291|5578|7294|9076|10451|93408|100506658,NCF2|PIK3CB|PRKCA|TXK|CLDN1|VAV3|MYL10|OCLN,-0.97,MyList
GO Biological Processes,19,GO:1903019,negative regulation of glycoprotein metabolic process,19_GO:0048519 negative regulation of biological process,-2.4,5.9,4.1,30211,30,680,4,0.59,0.29,1839|25825|81618|340485,HBEGF|BACE2|ITM2C|ACER2,-0.97,MyList
GO Biological Processes,19,GO:0007405,neuroblast proliferation,19_GO:0032502 developmental process,-2.4,5.9,4.1,30211,30,680,4,0.59,0.29,747|2009|3736|7005,DAGLA|EML1|KCNA1|TEAD3,-0.97,MyList
WikiPathways,27,WP4719,Eicosanoid metabolism via cyclooxygenases (COX),,-2.4,5.9,4.1,30211,30,680,4,0.59,0.29,231|5321|5467|8309,AKR1B1|PLA2G4A|PPARD|ACOX2,-0.97,MyList
GO Biological Processes,19,GO:0110110,positive regulation of animal organ morphogenesis,19_GO:0032502 developmental process,-2.4,5.9,4.1,30211,30,680,4,0.59,0.29,1435|1906|22943|51804,CSF1|EDN1|DKK1|SIX4,-0.97,MyList
GO Biological Processes,19,GO:0001975,response to amphetamine,19_GO:0050896 response to stimulus,-2.4,5.9,4.1,30211,30,680,4,0.59,0.29,1813|1906|6571|6647,DRD2|EDN1|SLC18A2|SOD1,-0.97,MyList
GO Biological Processes,19,GO:0043032,positive regulation of macrophage activation,19_GO:0002376 immune system process,-2.4,5.9,4.1,30211,30,680,4,0.59,0.29,3929|5321|7057|7099,LBP|PLA2G4A|THBS1|TLR4,-0.97,MyList
GO Biological Processes,19,GO:0040018,positive regulation of multicellular organism growth,19_GO:0040007 growth,-2.4,5.9,4.1,30211,30,680,4,0.59,0.29,1435|1813|5357|7429,CSF1|DRD2|PLS1|VIL1,-0.97,MyList
GO Biological Processes,19,GO:0019228,neuronal action potential,19_GO:0023052 signaling,-2.4,5.9,4.1,30211,30,680,4,0.59,0.29,2852|3736|6328|6335,GPER1|KCNA1|SCN3A|SCN9A,-0.97,MyList
GO Biological Processes,19,GO:0033628,regulation of cell adhesion mediated by integrin,19_GO:0022610 biological adhesion,-2.4,4.6,3.8,30211,48,680,5,0.74,0.33,1942|6423|55612|65125|340485,EFNA1|SFRP2|FERMT1|WNK1|ACER2,-0.97,MyList
WikiPathways,27,WP4534,Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms,,-2.4,4.6,3.8,30211,48,680,5,0.74,0.33,3691|3693|3694|5063|7005,ITGB4|ITGB5|ITGB6|PAK3|TEAD3,-0.97,MyList
GO Biological Processes,19,GO:0035304,regulation of protein dephosphorylation,19_GO:0008152 metabolic process,-2.3,3.4,3.5,30211,91,680,7,1,0.39,134|1813|7184|9863|55626|57181|57718,ADORA1|DRD2|HSP90B1|MAGI2|AMBRA1|SLC39A10|PPP4R4,-0.96,MyList
GO Biological Processes,19,GO:0045862,positive regulation of proteolysis,19_GO:0048518 positive regulation of biological process,-2.3,2,3.1,30211,369,680,17,2.5,0.6,489|1942|2149|2852|2896|4217|4824|6423|8837|8915|9992|26471|64065|112399|130399|153769|340485,ATP2A3|EFNA1|F2R|GPER1|GRN|MAP3K5|NKX3-1|SFRP2|CFLAR|BCL10|KCNE2|NUPR1|PERP|EGLN3|ACVR1C|SH3RF2|ACER2,-0.96,MyList
GO Biological Processes,19,GO:0097553,calcium ion transmembrane import into cytosol,19_GO:0051179 localization,-2.3,3.9,3.6,30211,69,680,6,0.88,0.36,1813|2149|5027|53373|55283|55503,DRD2|F2R|P2RX7|TPCN1|MCOLN3|TRPV6,-0.95,MyList
GO Biological Processes,19,GO:0043254,regulation of protein-containing complex assembly,19_GO:0050789 regulation of biological process,-2.3,2,3,30211,401,680,18,2.6,0.62,2039|3925|5063|5899|7099|7429|7453|10178|10677|22943|23191|55612|55626|57662|79822|90427|93663|100506658,DMTN|STMN1|PAK3|RALB|TLR4|VIL1|WARS1|TENM1|AVIL|DKK1|CYFIP1|FERMT1|AMBRA1|CAMSAP3|ARHGAP28|BMF|ARHGAP18|OCLN,-0.95,MyList
GO Biological Processes,19,GO:0003205,cardiac chamber development,19_GO:0032502 developmental process,-2.3,2.7,3.3,30211,167,680,10,1.5,0.46,182|4036|6299|6423|11174|23493|51684|54567|57167|80000,JAG1|LRP2|SALL1|SFRP2|ADAMTS6|HEY2|SUFU|DLL4|SALL4|GREB1L,-0.94,MyList
KEGG Pathway,24,hsa04310,Wnt signaling pathway,,-2.3,2.7,3.3,30211,167,680,10,1.5,0.46,5467|5578|6423|7476|8549|22943|23236|55366|81029|102723796,PPARD|PRKCA|SFRP2|WNT7A|LGR5|DKK1|PLCB1|LGR4|WNT5B|TLE7,-0.94,MyList
KEGG Pathway,24,hsa04140,Autophagy - animal,,-2.3,2.8,3.3,30211,141,680,9,1.3,0.44,598|664|1514|5291|6009|8837|9776|55626|81671,BCL2L1|BNIP3|CTSL|PIK3CB|RHEB|CFLAR|ATG13|AMBRA1|VMP1,-0.94,MyList
GO Biological Processes,19,GO:0050671,positive regulation of lymphocyte proliferation,19_GO:0002376 immune system process,-2.3,2.8,3.3,30211,141,680,9,1.3,0.44,972|1880|4860|7099|10451|10673|51293|57181|79679,CD74|GPR183|PNP|TLR4|VAV3|TNFSF13B|CD320|SLC39A10|VTCN1,-0.94,MyList
GO Biological Processes,19,GO:0044106,cellular amine metabolic process,19_GO:0008152 metabolic process,-2.3,3.4,3.5,30211,92,680,7,1,0.39,1610|1813|2639|4129|6611|51573|169355,DAO|DRD2|GCDH|MAOB|SMS|GDE1|IDO2,-0.94,MyList
GO Biological Processes,19,GO:1901606,alpha-amino acid catabolic process,19_GO:0008152 metabolic process,-2.3,3.4,3.5,30211,92,680,7,1,0.39,1610|2744|8659|23564|56922|64087|169355,DAO|GLS|ALDH4A1|DDAH2|MCCC1|MCCC2|IDO2,-0.94,MyList
GO Biological Processes,19,GO:0006576,cellular biogenic amine metabolic process,19_GO:0008152 metabolic process,-2.3,3.4,3.5,30211,92,680,7,1,0.39,1610|1813|2639|4129|6611|51573|169355,DAO|DRD2|GCDH|MAOB|SMS|GDE1|IDO2,-0.94,MyList
GO Biological Processes,19,GO:0051924,regulation of calcium ion transport,19_GO:0051179 localization,-2.3,2.3,3.1,30211,251,680,13,1.9,0.53,1813|2149|2539|2852|5027|5144|6769|6781|9456|9914|9992|81671|84766,DRD2|F2R|G6PD|GPER1|P2RX7|PDE4D|STAC|STC1|HOMER1|ATP2C2|KCNE2|VMP1|CRACR2A,-0.94,MyList
GO Biological Processes,19,GO:0051209,release of sequestered calcium ion into cytosol,19_GO:0051179 localization,-2.3,4.5,3.8,30211,49,680,5,0.74,0.33,1813|2149|5027|53373|55283,DRD2|F2R|P2RX7|TPCN1|MCOLN3,-0.94,MyList
KEGG Pathway,24,hsa00520,Amino sugar and nucleotide sugar metabolism,,-2.3,4.5,3.8,30211,49,680,5,0.74,0.33,3099|10020|55907|80201|197258,HK2|GNE|CMAS|HKDC1|FCSK,-0.94,MyList
KEGG Pathway,24,hsa00565,Ether lipid metabolism,,-2.3,4.5,3.8,30211,49,680,5,0.74,0.33,5321|7368|9514|133121|254531,PLA2G4A|UGT8|GAL3ST1|ENPP6|LPCAT4,-0.94,MyList
WikiPathways,27,WP4971,Phosphoinositides metabolism,,-2.3,4.5,3.8,30211,49,680,5,0.74,0.33,5291|8395|23007|23236|84812,PIK3CB|PIP5K1B|PLCH1|PLCB1|PLCD4,-0.94,MyList
GO Biological Processes,19,GO:0035094,response to nicotine,19_GO:0050896 response to stimulus,-2.3,4.5,3.8,30211,49,680,5,0.74,0.33,18|1136|1813|1906|9456,ABAT|CHRNA3|DRD2|EDN1|HOMER1,-0.94,MyList
GO Biological Processes,19,GO:1903793,positive regulation of anion transport,19_GO:0051179 localization,-2.3,4.5,3.8,30211,49,680,5,0.74,0.33,18|1080|1906|5027|5321,ABAT|CFTR|EDN1|P2RX7|PLA2G4A,-0.94,MyList
GO Biological Processes,19,GO:0051489,regulation of filopodium assembly,19_GO:0050789 regulation of biological process,-2.3,4.5,3.8,30211,49,680,5,0.74,0.33,2039|2823|9750|10178|139818,DMTN|GPM6A|RIPOR2|TENM1|DOCK11,-0.94,MyList
GO Biological Processes,19,GO:0071260,cellular response to mechanical stimulus,19_GO:0050896 response to stimulus,-2.3,3.8,3.6,30211,70,680,6,0.88,0.36,664|6513|7099|7100|8915|54407,BNIP3|SLC2A1|TLR4|TLR5|BCL10|SLC38A2,-0.94,MyList
GO Biological Processes,19,GO:0032890,regulation of organic acid transport,19_GO:0051179 localization,-2.3,3.8,3.6,30211,70,680,6,0.88,0.36,18|134|1906|5027|5321|7057,ABAT|ADORA1|EDN1|P2RX7|PLA2G4A|THBS1,-0.94,MyList
GO Biological Processes,19,GO:0042044,fluid transport,19_GO:0051179 localization,-2.3,5.7,4,30211,31,680,4,0.59,0.29,1080|1906|1910|10768,CFTR|EDN1|EDNRB|AHCYL1,-0.94,MyList
GO Biological Processes,19,GO:0010664,negative regulation of striated muscle cell apoptotic process,19_GO:0048519 negative regulation of biological process,-2.3,5.7,4,30211,31,680,4,0.59,0.29,6423|8837|23493|26471,SFRP2|CFLAR|HEY2|NUPR1,-0.94,MyList
GO Biological Processes,19,GO:0033137,negative regulation of peptidyl-serine phosphorylation,19_GO:0048519 negative regulation of biological process,-2.3,5.7,4,30211,31,680,4,0.59,0.29,2039|5144|22943|23171,DMTN|PDE4D|DKK1|GPD1L,-0.94,MyList
GO Biological Processes,19,GO:0034311,diol metabolic process,19_GO:0008152 metabolic process,-2.3,5.7,4,30211,31,680,4,0.59,0.29,5593|6697|81537|340485,PRKG2|SPR|SGPP1|ACER2,-0.94,MyList
Reactome Gene Sets,6,R-HSA-5260271,Diseases of Immune System,,-2.3,5.7,4,30211,31,680,4,0.59,0.29,929|7099|7100|23643,CD14|TLR4|TLR5|LY96,-0.94,MyList
GO Biological Processes,19,GO:0006506,GPI anchor biosynthetic process,19_GO:0008152 metabolic process,-2.3,5.7,4,30211,31,680,4,0.59,0.29,5283|51604|80055|80157,PIGH|PIGT|PGAP1|CWH43,-0.94,MyList
KEGG Pathway,24,hsa00052,Galactose metabolism,,-2.3,5.7,4,30211,31,680,4,0.59,0.29,231|3099|5214|80201,AKR1B1|HK2|PFKP|HKDC1,-0.94,MyList
GO Biological Processes,19,GO:0043403,skeletal muscle tissue regeneration,19_GO:0040007 growth,-2.3,5.7,4,30211,31,680,4,0.59,0.29,928|2660|7476|8837,CD9|MSTN|WNT7A|CFLAR,-0.94,MyList
GO Biological Processes,19,GO:0090162,establishment of epithelial cell polarity,19_GO:0009987 cellular process,-2.3,5.7,4,30211,31,680,4,0.59,0.29,55612|55691|57662|284217,FERMT1|FRMD4A|CAMSAP3|LAMA1,-0.94,MyList
GO Biological Processes,19,GO:0046475,glycerophospholipid catabolic process,19_GO:0008152 metabolic process,-2.3,5.7,4,30211,31,680,4,0.59,0.29,5321|23236|51573|133121,PLA2G4A|PLCB1|GDE1|ENPP6,-0.94,MyList
Reactome Gene Sets,6,R-HSA-5602358,Diseases associated with the TLR signaling cascade,,-2.3,5.7,4,30211,31,680,4,0.59,0.29,929|7099|7100|23643,CD14|TLR4|TLR5|LY96,-0.94,MyList
GO Biological Processes,19,GO:0090090,negative regulation of canonical Wnt signaling pathway,19_GO:0023052 signaling,-2.3,2.8,3.3,30211,142,680,9,1.3,0.44,267|3484|5800|6423|22881|22943|55612|55681|102723796,AMFR|IGFBP1|PTPRO|SFRP2|ANKRD6|DKK1|FERMT1|SCYL2|TLE7,-0.93,MyList
GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-2.3,2.1,3,30211,342,680,16,2.4,0.58,214|1272|1813|1906|1942|1948|3925|5063|5076|5800|7476|23022|23191|51062|56920|284217,ALCAM|CNTN1|DRD2|EDN1|EFNA1|EFNB2|STMN1|PAK3|PAX2|PTPRO|WNT7A|PALLD|CYFIP1|ATL1|SEMA3G|LAMA1,-0.93,MyList
GO Biological Processes,19,GO:0034614,cellular response to reactive oxygen species,19_GO:0050896 response to stimulus,-2.3,3,3.4,30211,117,680,8,1.2,0.41,664|1906|4217|5076|6647|10105|80310|133522,BNIP3|EDN1|MAP3K5|PAX2|SOD1|PPIF|PDGFD|PPARGC1B,-0.93,MyList
GO Biological Processes,19,GO:0060078,regulation of postsynaptic membrane potential,19_GO:0065007 biological regulation,-2.3,3.3,3.4,30211,93,680,7,1,0.39,134|1136|1813|2890|3736|4355|5027,ADORA1|CHRNA3|DRD2|GRIA1|KCNA1|MPP2|P2RX7,-0.93,MyList
GO Biological Processes,19,GO:0009798,axis specification,19_GO:0032502 developmental process,-2.3,3.3,3.4,30211,93,680,7,1,0.39,4188|6781|7476|9573|23493|56165|80055,MDFI|STC1|WNT7A|GDF3|HEY2|TDRD1|PGAP1,-0.93,MyList
GO Biological Processes,19,GO:2000095,"regulation of Wnt signaling pathway, planar cell polarity pathway",19_GO:0023052 signaling,-2.3,8.3,4.5,30211,16,680,3,0.44,0.25,6423|22881|22943,SFRP2|ANKRD6|DKK1,-0.93,MyList
GO Biological Processes,19,GO:0045986,negative regulation of smooth muscle contraction,19_GO:0048519 negative regulation of biological process,-2.3,8.3,4.5,30211,16,680,3,0.44,0.25,134|6647|80005,ADORA1|SOD1|DOCK5,-0.93,MyList
GO Biological Processes,19,GO:0072176,nephric duct development,19_GO:0032502 developmental process,-2.3,8.3,4.5,30211,16,680,3,0.44,0.25,1948|5076|80000,EFNB2|PAX2|GREB1L,-0.93,MyList
GO Biological Processes,19,GO:0045780,positive regulation of bone resorption,19_GO:0048518 positive regulation of biological process,-2.3,8.3,4.5,30211,16,680,3,0.44,0.25,5578|9842|133522,PRKCA|PLEKHM1|PPARGC1B,-0.93,MyList
Reactome Gene Sets,6,R-HSA-975163,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,,-2.3,8.3,4.5,30211,16,680,3,0.44,0.25,929|7099|23643,CD14|TLR4|LY96,-0.93,MyList
KEGG Pathway,24,hsa05017,Spinocerebellar ataxia,,-2.3,2.8,3.3,30211,143,680,9,1.3,0.44,489|2890|4217|5291|5578|9776|10105|23236|55626,ATP2A3|GRIA1|MAP3K5|PIK3CB|PRKCA|ATG13|PPIF|PLCB1|AMBRA1,-0.92,MyList
Reactome Gene Sets,6,R-HSA-3781865,Diseases of glycosylation,,-2.3,2.8,3.3,30211,143,680,9,1.3,0.44,5549|6382|6385|7057|10020|11174|54507|170690|171019,PRELP|SDC1|SDC4|THBS1|GNE|ADAMTS6|ADAMTSL4|ADAMTS16|ADAMTS19,-0.92,MyList
GO Biological Processes,19,GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,19_GO:0023052 signaling,-2.3,4.4,3.7,30211,50,680,5,0.74,0.33,467|598|6423|7057|8837,ATF3|BCL2L1|SFRP2|THBS1|CFLAR,-0.92,MyList
GO Biological Processes,19,GO:0051283,negative regulation of sequestering of calcium ion,19_GO:0051179 localization,-2.3,4.4,3.7,30211,50,680,5,0.74,0.33,1813|2149|5027|53373|55283,DRD2|F2R|P2RX7|TPCN1|MCOLN3,-0.92,MyList
GO Biological Processes,19,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,19_GO:0023052 signaling,-2.3,4.4,3.7,30211,50,680,5,0.74,0.33,467|2852|7057|8915|81618,ATF3|GPER1|THBS1|BCL10|ITM2C,-0.92,MyList
GO Biological Processes,19,GO:0070303,negative regulation of stress-activated protein kinase signaling cascade,19_GO:0023052 signaling,-2.3,4.4,3.7,30211,50,680,5,0.74,0.33,2122|2150|5187|6423|153769,MECOM|F2RL1|PER1|SFRP2|SH3RF2,-0.92,MyList
GO Biological Processes,19,GO:0048013,ephrin receptor signaling pathway,19_GO:0023052 signaling,-2.3,4.4,3.7,30211,50,680,5,0.74,0.33,1942|1948|5063|26037|64283,EFNA1|EFNB2|PAK3|SIPA1L1|ARHGEF28,-0.92,MyList
GO Biological Processes,19,GO:2000107,negative regulation of leukocyte apoptotic process,19_GO:0048519 negative regulation of biological process,-2.3,4.4,3.7,30211,50,680,5,0.74,0.33,972|1831|1942|8915|57181,CD74|TSC22D3|EFNA1|BCL10|SLC39A10,-0.92,MyList
GO Biological Processes,19,GO:0032873,negative regulation of stress-activated MAPK cascade,19_GO:0023052 signaling,-2.3,4.4,3.7,30211,50,680,5,0.74,0.33,2122|2150|5187|6423|153769,MECOM|F2RL1|PER1|SFRP2|SH3RF2,-0.92,MyList
Reactome Gene Sets,6,R-HSA-397014,Muscle contraction,,-2.3,2.5,3.2,30211,197,680,11,1.6,0.48,476|489|3693|4703|6328|6335|7136|9992|10008|10768|93408,ATP1A1|ATP2A3|ITGB5|NEB|SCN3A|SCN9A|TNNI2|KCNE2|KCNE3|AHCYL1|MYL10,-0.92,MyList
GO Biological Processes,19,GO:2001259,positive regulation of cation channel activity,19_GO:0051179 localization,-2.3,3.8,3.5,30211,71,680,6,0.88,0.36,1906|3736|6769|6833|9992|84766,EDN1|KCNA1|STAC|ABCC8|KCNE2|CRACR2A,-0.92,MyList
GO Biological Processes,19,GO:0060560,developmental growth involved in morphogenesis,19_GO:0040007 growth,-2.3,3,3.3,30211,118,680,8,1.2,0.41,214|1435|1906|6299|6423|9863|23191|157506,ALCAM|CSF1|EDN1|SALL1|SFRP2|MAGI2|CYFIP1|RDH10,-0.91,MyList
GO Biological Processes,19,GO:0050808,synapse organization,19_GO:0009987 cellular process,-2.3,2.2,3.1,30211,284,680,14,2.1,0.54,1813|1948|2149|2823|4774|5063|7476|9456|22941|22943|23191|85461|266977|440279,DRD2|EFNB2|F2R|GPM6A|NFIA|PAK3|WNT7A|HOMER1|SHANK2|DKK1|CYFIP1|TANC1|ADGRF1|UNC13C,-0.91,MyList
GO Biological Processes,19,GO:0071345,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-2.3,1.7,2.9,30211,703,680,27,4,0.75,445|972|1435|1491|1906|2317|2852|3099|3625|4217|4311|4824|5214|6751|7057|7099|9021|9076|9750|10673|10936|23236|27347|54956|55198|56832|65125,ASS1|CD74|CSF1|CTH|EDN1|FLNB|GPER1|HK2|INHBB|MAP3K5|MME|NKX3-1|PFKP|SSTR1|THBS1|TLR4|SOCS3|CLDN1|RIPOR2|TNFSF13B|GPR75|PLCB1|STK39|PARP16|APPL2|IFNK|WNK1,-0.91,MyList
GO Biological Processes,19,GO:0198738,cell-cell signaling by wnt,19_GO:0023052 signaling,-2.3,2.3,3.1,30211,255,680,13,1.9,0.53,267|1813|1906|1910|5218|6382|6423|7476|9863|22943|55366|55681|81029,AMFR|DRD2|EDN1|EDNRB|CDK14|SDC1|SFRP2|WNT7A|MAGI2|DKK1|LGR4|SCYL2|WNT5B,-0.9,MyList
GO Biological Processes,19,GO:0016055,Wnt signaling pathway,19_GO:0023052 signaling,-2.3,2.3,3.1,30211,255,680,13,1.9,0.53,267|1813|1906|1910|5218|6382|6423|7476|9863|22943|55366|55681|81029,AMFR|DRD2|EDN1|EDNRB|CDK14|SDC1|SFRP2|WNT7A|MAGI2|DKK1|LGR4|SCYL2|WNT5B,-0.9,MyList
GO Biological Processes,19,GO:0060541,respiratory system development,19_GO:0032502 developmental process,-2.3,2.5,3.1,30211,198,680,11,1.6,0.48,445|3694|4311|4321|5154|25803|51057|51804|54206|157506|284217,ASS1|ITGB6|MME|MMP12|PDGFA|SPDEF|WDPCP|SIX4|ERRFI1|RDH10|LAMA1,-0.9,MyList
GO Biological Processes,19,GO:0042445,hormone metabolic process,19_GO:0008152 metabolic process,-2.3,2.5,3.1,30211,198,680,11,1.6,0.48,216|231|1514|1592|1910|6447|7038|10404|25825|51144|157506,ALDH1A1|AKR1B1|CTSL|CYP26A1|EDNRB|SCG5|TG|CPQ|BACE2|HSD17B12|RDH10,-0.9,MyList
GO Biological Processes,19,GO:0044706,multi-multicellular organism process,19_GO:0032501 multicellular organismal process,-2.3,2.5,3.1,30211,198,680,11,1.6,0.48,1906|3691|5270|5467|6513|6647|6781|6833|7005|54407|81671,EDN1|ITGB4|SERPINE2|PPARD|SLC2A1|SOD1|STC1|ABCC8|TEAD3|SLC38A2|VMP1,-0.9,MyList
GO Biological Processes,19,GO:0006163,purine nucleotide metabolic process,19_GO:0008152 metabolic process,-2.3,2.1,3,30211,315,680,15,2.2,0.56,2639|3099|3614|4860|5144|5167|5214|5635|8459|51144|54677|64087|80201|84532|390916,GCDH|HK2|IMPDH1|PNP|PDE4D|ENPP1|PFKP|PRPSAP1|TPST2|HSD17B12|CROT|MCCC2|HKDC1|ACSS1|NUDT19,-0.9,MyList
GO Biological Processes,19,GO:0006654,phosphatidic acid biosynthetic process,19_GO:0008152 metabolic process,-2.3,5.6,3.9,30211,32,680,4,0.59,0.29,1606|1608|253558|254531,DGKA|DGKG|LCLAT1|LPCAT4,-0.9,MyList
GO Biological Processes,19,GO:0006505,GPI anchor metabolic process,19_GO:0008152 metabolic process,-2.3,5.6,3.9,30211,32,680,4,0.59,0.29,5283|51604|80055|80157,PIGH|PIGT|PGAP1|CWH43,-0.9,MyList
GO Biological Processes,19,GO:0006739,NADP metabolic process,19_GO:0008152 metabolic process,-2.3,5.6,3.9,30211,32,680,4,0.59,0.29,2330|2539|25819|51071,FMO5|G6PD|NOCT|DERA,-0.9,MyList
GO Biological Processes,19,GO:1902624,positive regulation of neutrophil migration,19_GO:0040011 locomotion,-2.3,5.6,3.9,30211,32,680,4,0.59,0.29,972|1906|3929|9750,CD74|EDN1|LBP|RIPOR2,-0.9,MyList
GO Biological Processes,19,GO:0006688,glycosphingolipid biosynthetic process,19_GO:0008152 metabolic process,-2.3,5.6,3.9,30211,32,680,4,0.59,0.29,7368|8702|9514|53947,UGT8|B4GALT4|GAL3ST1|A4GALT,-0.9,MyList
GO Biological Processes,19,GO:1901185,negative regulation of ERBB signaling pathway,19_GO:0023052 signaling,-2.3,5.6,3.9,30211,32,680,4,0.59,0.29,5774|9052|27131|54206,PTPN3|GPRC5A|SNX5|ERRFI1,-0.9,MyList
GO Biological Processes,19,GO:0003180,aortic valve morphogenesis,19_GO:0032502 developmental process,-2.3,5.6,3.9,30211,32,680,4,0.59,0.29,182|1942|23493|54567,JAG1|EFNA1|HEY2|DLL4,-0.9,MyList
GO Biological Processes,19,GO:0000302,response to reactive oxygen species,19_GO:0050896 response to stimulus,-2.3,2.6,3.2,30211,171,680,10,1.5,0.46,664|1906|4217|4540|5076|6382|6647|10105|80310|133522,BNIP3|EDN1|MAP3K5|ND5|PAX2|SDC1|SOD1|PPIF|PDGFD|PPARGC1B,-0.9,MyList
GO Biological Processes,19,GO:0030326,embryonic limb morphogenesis,19_GO:0032502 developmental process,-2.3,3,3.3,30211,119,680,8,1.2,0.41,6299|6423|7476|22943|28982|51057|57167|157506,SALL1|SFRP2|WNT7A|DKK1|FLVCR1|WDPCP|SALL4|RDH10,-0.9,MyList
GO Biological Processes,19,GO:0035113,embryonic appendage morphogenesis,19_GO:0032502 developmental process,-2.3,3,3.3,30211,119,680,8,1.2,0.41,6299|6423|7476|22943|28982|51057|57167|157506,SALL1|SFRP2|WNT7A|DKK1|FLVCR1|WDPCP|SALL4|RDH10,-0.9,MyList
GO Biological Processes,19,GO:0045471,response to ethanol,19_GO:0050896 response to stimulus,-2.3,3,3.3,30211,119,680,8,1.2,0.41,18|929|1813|2539|2660|4129|6647|9076,ABAT|CD14|DRD2|G6PD|MSTN|MAOB|SOD1|CLDN1,-0.9,MyList
WikiPathways,27,WP4963,p53 transcriptional gene network,,-2.2,3.7,3.5,30211,72,680,6,0.88,0.36,4688|5268|6513|7057|8659|64065,NCF2|SERPINB5|SLC2A1|THBS1|ALDH4A1|PERP,-0.9,MyList
GO Biological Processes,19,GO:0008652,cellular amino acid biosynthetic process,19_GO:0008152 metabolic process,-2.2,3.7,3.5,30211,72,680,6,0.88,0.36,18|216|445|790|1491|2744,ABAT|ALDH1A1|ASS1|CAD|CTH|GLS,-0.9,MyList
GO Biological Processes,19,GO:0048661,positive regulation of smooth muscle cell proliferation,19_GO:0048518 positive regulation of biological process,-2.2,3.3,3.4,30211,95,680,7,1,0.39,1012|1839|1906|4217|7057|7099|80310,CDH13|HBEGF|EDN1|MAP3K5|THBS1|TLR4|PDGFD,-0.9,MyList
GO Biological Processes,19,GO:0014020,primary neural tube formation,19_GO:0032502 developmental process,-2.2,3.3,3.4,30211,95,680,7,1,0.39,4036|5076|6385|6423|8915|51684|57167,LRP2|PAX2|SDC4|SFRP2|BCL10|SUFU|SALL4,-0.9,MyList
GO Biological Processes,19,GO:0034308,primary alcohol metabolic process,19_GO:0008152 metabolic process,-2.2,3.3,3.4,30211,95,680,7,1,0.39,55|216|231|1910|51573|84532|157506,ACP3|ALDH1A1|AKR1B1|EDNRB|GDE1|ACSS1|RDH10,-0.9,MyList
Reactome Gene Sets,6,R-HSA-112310,Neurotransmitter release cycle,,-2.2,4.4,3.6,30211,51,680,5,0.74,0.33,18|2744|6571|22999|54407,ABAT|GLS|SLC18A2|RIMS1|SLC38A2,-0.9,MyList
