stableID	namegene	nametrans	descript	transtype
ENSNVIG00000018015	LPXN	LPXN-201	leupaxin [Source:HGNC Symbol;Acc:HGNC:14061]	protein_coding
ENSNVIG00000018015	LPXN	LPXN-202	leupaxin [Source:HGNC Symbol;Acc:HGNC:14061]	protein_coding
ENSNVIG00000018016	ETAA1	ETAA1-201	ETAA1 activator of ATR kinase [Source:HGNC Symbol;Acc:HGNC:24648]	protein_coding
ENSNVIG00000018017	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000018018				protein_coding
ENSNVIG00000018019	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000018020				snoRNA
ENSNVIG00000018021	IPO13	IPO13-201	importin 13 [Source:HGNC Symbol;Acc:HGNC:16853]	protein_coding
ENSNVIG00000018021	IPO13	IPO13-202	importin 13 [Source:HGNC Symbol;Acc:HGNC:16853]	protein_coding
ENSNVIG00000018022	7SK	7SK-201	7SK RNA [Source:RFAM;Acc:RF00100]	misc_RNA
ENSNVIG00000018023	LEMD1	LEMD1-201	LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18725]	protein_coding
ENSNVIG00000018023	LEMD1	LEMD1-202	LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18725]	protein_coding
ENSNVIG00000018024				protein_coding
ENSNVIG00000018025	TMEM120B	TMEM120B-201	transmembrane protein 120B [Source:HGNC Symbol;Acc:HGNC:32008]	protein_coding
ENSNVIG00000018026	NUDT11	NUDT11-201	nudix hydrolase 10 [Source:HGNC Symbol;Acc:HGNC:17621]	protein_coding
ENSNVIG00000018027				protein_coding
ENSNVIG00000018028				protein_coding
ENSNVIG00000018029	HDLBP	HDLBP-201	high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]	protein_coding
ENSNVIG00000018030	ZPLD1	ZPLD1-201	zona pellucida like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27022]	protein_coding
ENSNVIG00000018031	PDLI4	PDLI4-201	PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]	protein_coding
ENSNVIG00000018031	PDLI4	PDLI4-202	PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]	protein_coding
ENSNVIG00000018032				protein_coding
ENSNVIG00000018033	CALCR	CALCR-201	calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]	protein_coding
ENSNVIG00000018033	CALCR	CALCR-202	calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]	protein_coding
ENSNVIG00000018034	KCIP2	KCIP2-201	potassium voltage-gated channel interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:15522]	protein_coding
ENSNVIG00000018034	KCIP2	KCIP2-202	potassium voltage-gated channel interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:15522]	protein_coding
ENSNVIG00000018034	KCIP2	KCIP2-203	potassium voltage-gated channel interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:15522]	protein_coding
ENSNVIG00000018034	KCIP2	KCIP2-204	potassium voltage-gated channel interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:15522]	protein_coding
ENSNVIG00000018034	KCIP2	KCIP2-205	potassium voltage-gated channel interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:15522]	protein_coding
ENSNVIG00000018035	FA78A	FA78A-201	family with sequence similarity 78 member A [Source:HGNC Symbol;Acc:HGNC:25465]	protein_coding
ENSNVIG00000018036	DDC	DDC-201	dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]	protein_coding
ENSNVIG00000018036	DDC	DDC-202	dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]	protein_coding
ENSNVIG00000018036	DDC	DDC-203	dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]	protein_coding
ENSNVIG00000018036	DDC	DDC-204	dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]	protein_coding
ENSNVIG00000018036	DDC	DDC-205	dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]	protein_coding
ENSNVIG00000018036	DDC	DDC-206	dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]	protein_coding
ENSNVIG00000018037	PLCB4	PLCB4-201	phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]	protein_coding
ENSNVIG00000018037	PLCB4	PLCB4-202	phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]	protein_coding
ENSNVIG00000018039				lncRNA
ENSNVIG00000018039				lncRNA
ENSNVIG00000018040				protein_coding
ENSNVIG00000018041	CCP110	CCP110-201	centriolar coiled-coil protein 110 [Source:HGNC Symbol;Acc:HGNC:24342]	protein_coding
ENSNVIG00000018041	CCP110	CCP110-202	centriolar coiled-coil protein 110 [Source:HGNC Symbol;Acc:HGNC:24342]	protein_coding
ENSNVIG00000018042				protein_coding
ENSNVIG00000018043	TCAL7	TCAL7-201	transcription elongation factor A like 7 [Source:HGNC Symbol;Acc:HGNC:28336]	protein_coding
ENSNVIG00000018044				protein_coding
ENSNVIG00000018045	RBPMS2	RBPMS2-201	"RNA binding protein, mRNA processing factor 2 [Source:HGNC Symbol;Acc:HGNC:19098]"	protein_coding
ENSNVIG00000018045	RBPMS2	RBPMS2-202	"RNA binding protein, mRNA processing factor 2 [Source:HGNC Symbol;Acc:HGNC:19098]"	protein_coding
ENSNVIG00000018045	RBPMS2	RBPMS2-203	"RNA binding protein, mRNA processing factor 2 [Source:HGNC Symbol;Acc:HGNC:19098]"	protein_coding
ENSNVIG00000018046				lncRNA
ENSNVIG00000018047	ATG2A	ATG2A-201	autophagy related 2A [Source:HGNC Symbol;Acc:HGNC:29028]	protein_coding
ENSNVIG00000018048	WBP5	WBP5-201	transcription elongation factor A like 9 [Source:HGNC Symbol;Acc:HGNC:30084]	protein_coding
ENSNVIG00000018049				protein_coding
ENSNVIG00000018050				lncRNA
ENSNVIG00000018050				lncRNA
ENSNVIG00000018051	BPIFB1	BPIFB1-201	BPI fold containing family B member 1 [Source:HGNC Symbol;Acc:HGNC:16108]	protein_coding
ENSNVIG00000018051	BPIFB1	BPIFB1-202	BPI fold containing family B member 1 [Source:HGNC Symbol;Acc:HGNC:16108]	protein_coding
ENSNVIG00000018052	BEX3	BEX3-201	brain expressed X-linked 3 [Source:HGNC Symbol;Acc:HGNC:13388]	protein_coding
ENSNVIG00000018053	ATP8B2	ATP8B2-201	ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]	protein_coding
ENSNVIG00000018053	ATP8B2	ATP8B2-202	ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]	protein_coding
ENSNVIG00000018053	ATP8B2	ATP8B2-203	ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]	protein_coding
ENSNVIG00000018054	ELL	ELL-201	elongation factor for RNA polymerase II [Source:HGNC Symbol;Acc:HGNC:23114]	protein_coding
ENSNVIG00000018055				protein_coding
ENSNVIG00000018056	RPP21	RPP21-201	ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]	protein_coding
ENSNVIG00000018057	PLPP7	PLPP7-201	phospholipid phosphatase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:28174]	protein_coding
ENSNVIG00000018058	LUR1L	LUR1L-201	leucine rich adaptor protein 1 like [Source:HGNC Symbol;Acc:HGNC:31452]	protein_coding
ENSNVIG00000018059	7SK	7SK-201	7SK RNA [Source:RFAM;Acc:RF00100]	misc_RNA
ENSNVIG00000018060				protein_coding
ENSNVIG00000018061				protein_coding
ENSNVIG00000018062				protein_coding
ENSNVIG00000018062				protein_coding
ENSNVIG00000018062				protein_coding
ENSNVIG00000018063	C1D	C1D-201	C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29911]	protein_coding
ENSNVIG00000018064	MGLL	MGLL-201	monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038]	protein_coding
ENSNVIG00000018064	MGLL	MGLL-202	monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038]	protein_coding
ENSNVIG00000018065				protein_coding
ENSNVIG00000018066				protein_coding
ENSNVIG00000018067	RHOF	RHOF-201	"ras homolog family member F, filopodia associated [Source:HGNC Symbol;Acc:HGNC:15703]"	protein_coding
ENSNVIG00000018067	RHOF	RHOF-202	"ras homolog family member F, filopodia associated [Source:HGNC Symbol;Acc:HGNC:15703]"	protein_coding
ENSNVIG00000018068	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000018069				protein_coding
ENSNVIG00000018070	CLEC4G	CLEC4G-201	C-type lectin domain family 4 member G [Source:HGNC Symbol;Acc:HGNC:24591]	protein_coding
ENSNVIG00000018071	ZNF639	ZNF639-201	zinc finger protein 639 [Source:HGNC Symbol;Acc:HGNC:30950]	protein_coding
ENSNVIG00000018072				protein_coding
ENSNVIG00000018073	CDK18	CDK18-201	cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751]	protein_coding
ENSNVIG00000018074	RNF103	RNF103-201	ring finger protein 103 [Source:HGNC Symbol;Acc:HGNC:12859]	protein_coding
ENSNVIG00000018075	U4	U4-201	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	snRNA
ENSNVIG00000018076	RIOK3	RIOK3-201	RIO kinase 3 [Source:HGNC Symbol;Acc:HGNC:11451]	protein_coding
ENSNVIG00000018077	NME8	NME8-201	NME/NM23 family member 8 [Source:HGNC Symbol;Acc:HGNC:16473]	protein_coding
ENSNVIG00000018077	NME8	NME8-202	NME/NM23 family member 8 [Source:HGNC Symbol;Acc:HGNC:16473]	protein_coding
ENSNVIG00000018078				protein_coding
ENSNVIG00000018079	DPH2	DPH2-201	diphthamide biosynthesis 2 [Source:HGNC Symbol;Acc:HGNC:3004]	protein_coding
ENSNVIG00000018079	DPH2	DPH2-202	diphthamide biosynthesis 2 [Source:HGNC Symbol;Acc:HGNC:3004]	protein_coding
ENSNVIG00000018080	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000018081	SLCO2A1	SLCO2A1-201	solute carrier organic anion transporter family member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]	protein_coding
ENSNVIG00000018081	SLCO2A1	SLCO2A1-202	solute carrier organic anion transporter family member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]	protein_coding
ENSNVIG00000018082	P4HA2	P4HA2-201	prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547]	protein_coding
ENSNVIG00000018082	P4HA2	P4HA2-202	prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547]	protein_coding
ENSNVIG00000018083	ISG20	ISG20-201	interferon stimulated exonuclease gene 20 [Source:HGNC Symbol;Acc:HGNC:6130]	protein_coding
ENSNVIG00000018084	SLIK2	SLIK2-201	SLIT and NTRK like family member 2 [Source:HGNC Symbol;Acc:HGNC:13449]	protein_coding
ENSNVIG00000018085				pseudogene
ENSNVIG00000018086	KCNMB3	KCNMB3-201	potassium calcium-activated channel subfamily M regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6287]	protein_coding
ENSNVIG00000018086	KCNMB3	KCNMB3-202	potassium calcium-activated channel subfamily M regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6287]	protein_coding
ENSNVIG00000018086	KCNMB3	KCNMB3-203	potassium calcium-activated channel subfamily M regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6287]	protein_coding
ENSNVIG00000018087	BPIFA1	BPIFA1-201	BPI fold containing family A member 1 [Source:HGNC Symbol;Acc:HGNC:15749]	protein_coding
ENSNVIG00000018087	BPIFA1	BPIFA1-202	BPI fold containing family A member 1 [Source:HGNC Symbol;Acc:HGNC:15749]	protein_coding
ENSNVIG00000018088	PRRC2B	PRRC2B-201	proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]	protein_coding
ENSNVIG00000018088	PRRC2B	PRRC2B-202	proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]	protein_coding
ENSNVIG00000018088	PRRC2B	PRRC2B-203	proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]	protein_coding
ENSNVIG00000018089				protein_coding
ENSNVIG00000018090				pseudogene
ENSNVIG00000018091				lncRNA
ENSNVIG00000018092	GNL1	GNL1-201	G protein nucleolar 1 (putative) [Source:HGNC Symbol;Acc:HGNC:4413]	protein_coding
ENSNVIG00000018093	AEN	AEN-201	apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]	protein_coding
ENSNVIG00000018093	AEN	AEN-202	apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]	protein_coding
ENSNVIG00000018094	DNAAF10	DNAAF10-201	WD repeat domain 92 [Source:HGNC Symbol;Acc:HGNC:25176]	protein_coding
ENSNVIG00000018095				protein_coding
ENSNVIG00000018096	SEPTIN2	SEPTIN2-201	septin 2 [Source:HGNC Symbol;Acc:HGNC:7729]	protein_coding
ENSNVIG00000018097	KDM3A	KDM3A-201	lysine demethylase 3A [Source:HGNC Symbol;Acc:HGNC:20815]	protein_coding
ENSNVIG00000018098	ATP6V0B	ATP6V0B-201	ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]	protein_coding
ENSNVIG00000018098	ATP6V0B	ATP6V0B-202	ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]	protein_coding
ENSNVIG00000018099	FKBP8	FKBP8-201	FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724]	protein_coding
ENSNVIG00000018099	FKBP8	FKBP8-202	FKBP prolyl isomerase 8 [Source:HGNC Symbol;Acc:HGNC:3724]	protein_coding
ENSNVIG00000018100	OAZ2	OAZ2-201	ornithine decarboxylase antizyme 2 [Source:HGNC Symbol;Acc:HGNC:8096]	protein_coding
ENSNVIG00000018101	SETD1B	SETD1B-201	"SET domain containing 1B, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29187]"	protein_coding
ENSNVIG00000018101	SETD1B	SETD1B-202	"SET domain containing 1B, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29187]"	protein_coding
ENSNVIG00000018102				protein_coding
ENSNVIG00000018103	U4	U4-201	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	snRNA
ENSNVIG00000018104	ISCU	ISCU-201	iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:HGNC:29882]	protein_coding
ENSNVIG00000018104	ISCU	ISCU-202	iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:HGNC:29882]	protein_coding
ENSNVIG00000018104	ISCU	ISCU-203	iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:HGNC:29882]	protein_coding
ENSNVIG00000018104	ISCU	ISCU-204	iron-sulfur cluster assembly enzyme [Source:HGNC Symbol;Acc:HGNC:29882]	protein_coding
ENSNVIG00000018105				misc_RNA
ENSNVIG00000018106				misc_RNA
ENSNVIG00000018107				protein_coding
ENSNVIG00000018108				protein_coding
ENSNVIG00000018109				protein_coding
ENSNVIG00000018110	GDE1	GDE1-201	glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]	protein_coding
ENSNVIG00000018110	GDE1	GDE1-202	glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]	protein_coding
ENSNVIG00000018111				miRNA
ENSNVIG00000018112	GNGT1	GNGT1-201	G protein subunit gamma transducin 1 [Source:HGNC Symbol;Acc:HGNC:4411]	protein_coding
ENSNVIG00000018113	MIR192	MIR192-201	microRNA 192 [Source:HGNC Symbol;Acc:HGNC:31562]	miRNA
ENSNVIG00000018114	STXBP2	STXBP2-201	syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445]	protein_coding
ENSNVIG00000018115	EHD1	EHD1-201	EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242]	protein_coding
ENSNVIG00000018116	GBG11	GBG11-201	G protein subunit gamma 11 [Source:HGNC Symbol;Acc:HGNC:4403]	protein_coding
ENSNVIG00000018117	MFSD4A	MFSD4A-201	major facilitator superfamily domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25433]	protein_coding
ENSNVIG00000018117	MFSD4A	MFSD4A-202	major facilitator superfamily domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25433]	protein_coding
ENSNVIG00000018118	CDC42BPG	CDC42BPG-201	CDC42 binding protein kinase gamma [Source:HGNC Symbol;Acc:HGNC:29829]	protein_coding
ENSNVIG00000018119	TMC5	TMC5-201	transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999]	protein_coding
ENSNVIG00000018120	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000018121	MRPS11	MRPS11-201	mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:14050]	protein_coding
ENSNVIG00000018122	BET1	BET1-201	Bet1 golgi vesicular membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:14562]	protein_coding
ENSNVIG00000018122	BET1	BET1-202	Bet1 golgi vesicular membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:14562]	protein_coding
ENSNVIG00000018122	BET1	BET1-203	Bet1 golgi vesicular membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:14562]	protein_coding
ENSNVIG00000018123	SFRP4	SFRP4-201	secreted frizzled related protein 4 [Source:HGNC Symbol;Acc:HGNC:10778]	protein_coding
ENSNVIG00000018124	FMR1	FMR1-201	FMRP translational regulator 1 [Source:HGNC Symbol;Acc:HGNC:3775]	protein_coding
ENSNVIG00000018124	FMR1	FMR1-202	FMRP translational regulator 1 [Source:HGNC Symbol;Acc:HGNC:3775]	protein_coding
ENSNVIG00000018124	FMR1	FMR1-203	FMRP translational regulator 1 [Source:HGNC Symbol;Acc:HGNC:3775]	protein_coding
ENSNVIG00000018125				protein_coding
ENSNVIG00000018126	MPDZ	MPDZ-201	multiple PDZ domain crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:7208]	protein_coding
ENSNVIG00000018126	MPDZ	MPDZ-202	multiple PDZ domain crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:7208]	protein_coding
ENSNVIG00000018126	MPDZ	MPDZ-203	multiple PDZ domain crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:7208]	protein_coding
ENSNVIG00000018126	MPDZ	MPDZ-204	multiple PDZ domain crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:7208]	protein_coding
ENSNVIG00000018126	MPDZ	MPDZ-205	multiple PDZ domain crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:7208]	protein_coding
ENSNVIG00000018126	MPDZ	MPDZ-206	multiple PDZ domain crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:7208]	protein_coding
ENSNVIG00000018127	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000018128	B4GALT2	B4GALT2-201	"beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]"	protein_coding
ENSNVIG00000018128	B4GALT2	B4GALT2-202	"beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]"	protein_coding
ENSNVIG00000018129	REEP1	REEP1-201	receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]	protein_coding
ENSNVIG00000018129	REEP1	REEP1-202	receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]	protein_coding
ENSNVIG00000018129	REEP1	REEP1-203	receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]	protein_coding
ENSNVIG00000018129	REEP1	REEP1-204	receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]	protein_coding
ENSNVIG00000018129	REEP1	REEP1-205	receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]	protein_coding
ENSNVIG00000018130	PIK3CA	PIK3CA-201	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]"	protein_coding
ENSNVIG00000018131				protein_coding
ENSNVIG00000018131				protein_coding
ENSNVIG00000018131				protein_coding
ENSNVIG00000018131				protein_coding
ENSNVIG00000018132	EPDR1	EPDR1-201	ependymin related 1 [Source:HGNC Symbol;Acc:HGNC:17572]	protein_coding
ENSNVIG00000018132	EPDR1	EPDR1-202	ependymin related 1 [Source:HGNC Symbol;Acc:HGNC:17572]	protein_coding
ENSNVIG00000018133	KBTBD12	KBTBD12-201	kelch repeat and BTB domain containing 12 [Source:HGNC Symbol;Acc:HGNC:25731]	protein_coding
ENSNVIG00000018134	ALDH8A1	ALDH8A1-201	aldehyde dehydrogenase 8 family member A1 [Source:HGNC Symbol;Acc:HGNC:15471]	protein_coding
ENSNVIG00000018134	ALDH8A1	ALDH8A1-202	aldehyde dehydrogenase 8 family member A1 [Source:HGNC Symbol;Acc:HGNC:15471]	protein_coding
ENSNVIG00000018134	ALDH8A1	ALDH8A1-203	aldehyde dehydrogenase 8 family member A1 [Source:HGNC Symbol;Acc:HGNC:15471]	protein_coding
ENSNVIG00000018135				protein_coding
ENSNVIG00000018135				protein_coding
ENSNVIG00000018136	RAB6B	RAB6B-201	"RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14902]"	protein_coding
ENSNVIG00000018137	TMC7	TMC7-201	transmembrane channel like 7 [Source:HGNC Symbol;Acc:HGNC:23000]	protein_coding
ENSNVIG00000018137	TMC7	TMC7-202	transmembrane channel like 7 [Source:HGNC Symbol;Acc:HGNC:23000]	protein_coding
ENSNVIG00000018138	KXD1	KXD1-201	KxDL motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28420]	protein_coding
ENSNVIG00000018138	KXD1	KXD1-202	KxDL motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28420]	protein_coding
ENSNVIG00000018138	KXD1	KXD1-203	KxDL motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28420]	protein_coding
ENSNVIG00000018138	KXD1	KXD1-204	KxDL motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28420]	protein_coding
ENSNVIG00000018139	PRR3	PRR3-201	proline rich 3 [Source:HGNC Symbol;Acc:HGNC:21149]	protein_coding
ENSNVIG00000018140	MRPL46	MRPL46-201	mitochondrial ribosomal protein L46 [Source:HGNC Symbol;Acc:HGNC:1192]	protein_coding
ENSNVIG00000018141	ZNF609	ZNF609-201	zinc finger protein 609 [Source:HGNC Symbol;Acc:HGNC:29003]	protein_coding
ENSNVIG00000018142	ELK4	ELK4-201	ETS transcription factor ELK4 [Source:HGNC Symbol;Acc:HGNC:3326]	protein_coding
ENSNVIG00000018143	PCP2	PCP2-201	Purkinje cell protein 2 [Source:HGNC Symbol;Acc:HGNC:30209]	protein_coding
ENSNVIG00000018143	PCP2	PCP2-202	Purkinje cell protein 2 [Source:HGNC Symbol;Acc:HGNC:30209]	protein_coding
ENSNVIG00000018144	BPIFA3	BPIFA3-201	BPI fold containing family A member 3 [Source:HGNC Symbol;Acc:HGNC:16204]	protein_coding
ENSNVIG00000018144	BPIFA3	BPIFA3-202	BPI fold containing family A member 3 [Source:HGNC Symbol;Acc:HGNC:16204]	protein_coding
ENSNVIG00000018145	HPD	HPD-201	4-hydroxyphenylpyruvate dioxygenase [Source:HGNC Symbol;Acc:HGNC:5147]	protein_coding
ENSNVIG00000018146	ZMAT3	ZMAT3-201	zinc finger matrin-type 3 [Source:HGNC Symbol;Acc:HGNC:29983]	protein_coding
ENSNVIG00000018147	RMC1	RMC1-201	regulator of MON1-CCZ1 [Source:HGNC Symbol;Acc:HGNC:24326]	protein_coding
ENSNVIG00000018147	RMC1	RMC1-202	regulator of MON1-CCZ1 [Source:HGNC Symbol;Acc:HGNC:24326]	protein_coding
ENSNVIG00000018147	RMC1	RMC1-203	regulator of MON1-CCZ1 [Source:HGNC Symbol;Acc:HGNC:24326]	protein_coding
ENSNVIG00000018148				protein_coding
ENSNVIG00000018149				protein_coding
ENSNVIG00000018151	U4	U4-201	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	snRNA
ENSNVIG00000018152	SLC45A3	SLC45A3-201	solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642]	protein_coding
ENSNVIG00000018153	CCDC24	CCDC24-201	coiled-coil domain containing 24 [Source:HGNC Symbol;Acc:HGNC:28688]	protein_coding
ENSNVIG00000018155	ABCF1	ABCF1-201	ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]	protein_coding
ENSNVIG00000018155	ABCF1	ABCF1-202	ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]	protein_coding
ENSNVIG00000018156				protein_coding
ENSNVIG00000018156				protein_coding
ENSNVIG00000018157	BRDT	BRDT-201	bromodomain testis associated [Source:HGNC Symbol;Acc:HGNC:1105]	protein_coding
ENSNVIG00000018157	BRDT	BRDT-202	bromodomain testis associated [Source:HGNC Symbol;Acc:HGNC:1105]	protein_coding
ENSNVIG00000018158	FARP2	FARP2-201	"FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]"	protein_coding
ENSNVIG00000018158	FARP2	FARP2-202	"FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]"	protein_coding
ENSNVIG00000018158	FARP2	FARP2-203	"FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]"	protein_coding
ENSNVIG00000018159				protein_coding
ENSNVIG00000018160				protein_coding
ENSNVIG00000018161	TOX3	TOX3-201	TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:HGNC:11972]	protein_coding
